row_names	Blank13	S0009.0001	S0009.0002	S0009.0003	S0009.0004	S0009.0005	S0009.0006	S0009.0007	S0009.0008	S0009.0009	S0009.0010	S0009.0011	S0009.0012	S0009.0013	S0009.0014	S0009.0015	S0009.0016	S0009.0017	S0009.0018	S0009.0019	S0009.0020	S0009.0021	S0009.0022	S0009.0023	S0009.0024	S0009.0025	S0009.0026	S0009.0027	S0009.0028	S0009.0029	S0009.0030	S0009.0031	S0009.0032	S0009.0033	S0009.0034	S0009.0035	S0009.0036	S0009.0037	S0009.0038	S0009.0039	S0009.0041	S0009.0042	S0009.0043	S0009.0044	S0009.0045	S0009.0046	S0009.0047	S0009.0048	S0009.0049	S0009.0050	S0009.0051	S0009.0052	S0009.0053	S0009.0054	S0009.0055	S0009.0056	S0009.0057	S0009.0058	S0009.0059	S0009.0060	S0009.0061	S0009.0062	S0009.0063	S0009.0064	S0009.0065	S0009.0066	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	Accession
ASV63	0	0	0	0	0	0	0	0	104	175	296	280	0	0	0	0	0	0	111	0	105	0	0	0	509	0	0	0	0	110	50	0	148	0	0	0	0	73	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	160	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured_bacterium	FJ879507.1.1488
ASV64	0	0	0	0	0	0	943	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_salanitronis_DSM_18170	CP002530.3614908.3616425
ASV65	0	45	40	0	23	40	42	0	0	26	0	0	85	0	0	111	882	0	0	82	0	114	227	395	0	0	0	100	0	0	0	35	32	0	0	0	0	0	0	0	0	0	0	0	26	41	137	59	71	0	0	0	0	0	0	0	0	0	22	0	10	0	0	37	0	109	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA	NA
ASV66	0	0	137	0	53	0	0	0	11	0	78	0	0	26	65	179	22	60	11	129	147	41	172	0	384	20	20	0	0	44	81	148	11	70	0	0	40	84	34	14	47	10	0	14	38	24	135	30	0	30	0	48	0	0	0	38	20	21	0	21	0	0	24	114	0	32	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	uncultured_bacterium	FJ879752.1.1482
ASV67	0	0	0	0	21	23	16	0	18	27	0	0	642	59	0	12	531	0	0	36	17	0	39	18	38	42	0	447	0	44	0	0	0	0	22	25	0	0	0	0	0	21	0	0	0	14	0	0	0	0	0	19	27	0	0	175	14	0	0	0	0	138	0	14	0	195	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	uncultured_bacterium	FJ879200.1.1498
ASV68	0	0	0	0	0	0	0	0	0	238	64	0	229	146	152	175	0	0	0	166	0	81	0	0	0	95	149	0	0	0	0	0	0	88	0	0	0	115	0	76	0	0	0	72	126	0	0	78	0	86	0	0	52	0	0	201	0	0	34	0	0	80	101	0	0	66	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9	uncultured_bacterium	FJ880076.1.1490
ASV69	0	0	0	0	0	0	0	0	0	216	0	0	0	0	89	0	0	0	0	189	20	0	34	0	0	406	48	0	0	31	0	143	0	0	0	0	0	128	0	0	74	129	0	0	157	0	25	75	0	0	0	0	0	0	0	21	0	19	72	0	305	145	82	14	0	213	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	NA
ASV70	0	0	0	0	0	0	141	0	0	0	37	31	0	0	64	40	28	0	98	36	0	0	54	0	0	0	52	0	82	0	80	52	0	0	0	0	0	38	82	49	0	0	86	95	0	0	65	151	0	15	0	63	274	9	22	0	104	0	0	0	91	0	0	535	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA	NA
ASV71	0	0	0	0	0	0	0	0	0	0	61	0	0	46	0	0	35	296	0	52	223	78	98	0	0	0	29	0	0	0	141	0	54	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	34	0	0	94	0	0	691	99	0	0	0	210	0	97	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	FJ879694.1.1497
ASV72	0	0	0	0	0	0	163	0	0	0	0	0	0	0	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	322	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	FJ879178.1.1561
ASV73	0	98	0	115	101	24	70	0	0	0	44	75	117	107	76	67	0	39	126	0	55	32	65	73	0	55	0	0	0	39	44	37	0	0	49	55	0	55	90	0	0	0	0	63	0	39	0	87	49	53	25	0	67	0	0	23	43	0	0	34	23	0	63	30	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA	NA
ASV74	0	0	83	0	27	110	239	9	101	68	12	170	0	129	63	122	38	184	26	0	0	14	110	0	78	18	49	0	20	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	69	133	117	23	33	0	0	0	0	0	0	0	15	13	0	0	32	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV75	0	50	120	26	72	0	0	0	0	0	0	0	0	66	37	291	124	0	0	0	81	0	75	0	184	0	0	0	0	0	0	0	0	0	16	0	0	53	0	0	22	0	0	17	31	4	64	0	0	83	0	0	0	56	0	529	0	0	0	0	0	0	0	0	0	0	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium	JQ248094.1.1557
ASV76	0	0	0	0	0	0	0	0	0	84	0	0	58	0	0	0	0	0	0	162	0	0	224	0	0	0	0	0	0	0	48	61	92	15	0	0	180	78	59	233	0	103	0	52	0	0	0	0	0	0	182	0	46	0	0	0	162	0	0	0	67	0	86	0	0	0	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured	uncultured_bacterium	AB606407.1.1554
ASV77	0	0	0	0	0	0	0	0	160	0	157	0	56	0	0	0	0	0	52	185	0	64	153	0	21	68	11	0	0	0	51	31	0	78	0	101	25	159	160	0	102	72	0	0	0	0	0	0	0	0	0	80	0	0	0	194	0	0	0	0	0	7	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_rumen_bacterium_5C0d-12	AB034045.1.1456
ASV78	0	0	0	0	0	0	0	0	81	0	96	0	0	73	0	0	123	56	0	165	81	57	198	83	0	0	0	0	0	74	0	0	0	0	0	20	198	0	0	0	43	0	0	0	0	56	0	0	45	0	0	57	0	0	0	0	0	46	69	0	0	183	0	0	0	98	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured	uncultured_bacterium	AB606407.1.1554
ASV79	0	0	0	0	31	223	145	0	225	24	107	0	66	31	0	96	82	0	0	0	0	17	0	162	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	55	0	0	0	0	0	74	44	40	0	14	0	262	0	27	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_bacterium	AB627576.1.1514
ASV80	0	0	59	58	58	81	63	0	51	47	0	60	0	58	51	121	0	0	47	0	111	73	28	47	41	49	61	0	26	0	0	49	0	0	35	45	31	40	56	0	0	52	0	37	0	36	0	0	23	0	0	0	27	33	0	0	36	0	12	0	0	18	21	41	0	15	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	NA
ASV81	0	0	48	57	100	0	69	0	0	0	0	0	0	42	67	88	37	0	0	0	51	37	0	140	0	0	45	0	117	155	77	37	18	68	0	0	0	0	0	54	0	0	0	0	44	0	0	54	0	0	154	99	0	0	0	29	0	0	0	0	0	0	0	34	0	24	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	uncultured_bacterium	FJ879412.1.1490
ASV82	0	45	67	63	36	52	42	0	67	44	0	87	0	0	0	204	0	32	155	0	0	37	15	0	169	0	16	0	0	0	54	97	0	0	19	28	13	0	48	23	0	0	0	20	0	0	90	0	0	0	0	20	0	41	0	0	25	0	0	0	0	0	0	127	0	0	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA	NA
ASV83	0	103	34	0	34	41	53	11	72	0	0	37	0	0	96	96	0	65	17	0	0	0	37	0	0	0	57	0	131	0	53	0	0	0	10	0	277	18	0	0	0	0	0	25	0	0	0	0	0	36	0	43	0	0	190	0	0	0	0	0	28	0	0	80	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	FJ879679.1.1510
ASV84	0	106	0	55	0	21	0	0	45	20	68	76	0	0	0	81	0	109	53	0	0	0	78	0	31	0	0	0	0	0	0	0	0	0	0	0	157	78	54	0	25	32	12	32	0	0	46	0	0	0	0	0	0	27	0	0	40	40	26	55	152	24	79	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	uncultured_bacterium	FJ879412.1.1490
ASV85	0	33	0	104	0	0	0	0	0	35	0	0	0	193	0	148	25	0	0	0	0	60	0	0	0	0	0	17	0	0	0	0	0	23	0	230	0	0	0	82	0	0	0	0	0	0	143	0	119	0	0	0	0	0	0	0	0	0	0	177	67	48	116	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	uncultured_bacterium	FJ880611.1.1492
ASV86	0	0	0	65	53	0	0	0	39	0	0	39	0	58	110	81	0	0	62	19	81	21	40	20	133	0	0	0	0	30	0	56	0	33	28	0	0	0	41	34	53	0	0	0	38	0	14	0	0	0	97	63	0	0	52	10	32	9	0	31	79	0	33	0	0	19	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	uncultured_bacterium	FJ879629.1.1489
ASV87	0	86	28	60	18	35	75	0	27	124	61	39	0	87	138	24	18	0	0	0	36	0	13	76	0	52	66	0	59	20	0	0	0	0	0	0	0	0	21	20	0	0	0	28	13	0	0	0	0	0	0	0	0	0	41	12	0	0	0	0	75	0	0	200	0	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-006	uncultured_bacterium	FJ879933.1.1493
ASV88	0	0	0	38	0	0	0	0	54	0	98	59	0	0	0	0	0	105	0	60	58	38	0	45	492	0	0	0	0	0	0	52	22	77	0	0	0	0	0	0	43	43	0	0	55	0	0	46	0	0	93	0	0	0	0	21	0	0	0	0	0	0	54	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	FJ879679.1.1510
ASV89	0	0	0	0	301	0	0	35	56	0	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	308	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	82	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1	NA	NA
ASV90	0	31	31	61	23	51	32	0	36	55	32	0	0	25	73	52	15	27	45	45	58	0	51	35	23	16	50	0	41	32	32	25	12	13	13	0	0	36	28	20	7	13	4	22	17	15	18	45	21	17	14	20	39	9	27	10	13	0	0	18	21	23	10	42	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	uncultured	uncultured_bacterium	AB606249.1.1546
ASV91	0	116	0	37	0	55	94	0	0	10	45	29	0	23	33	46	0	0	34	56	40	24	30	99	0	0	0	0	35	28	0	0	10	0	56	0	43	11	22	0	29	35	0	0	29	25	59	0	199	0	39	0	0	0	0	0	0	0	0	0	13	13	51	0	0	15	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	NA
ASV92	0	0	33	0	0	40	93	0	40	108	52	49	61	59	0	0	0	0	64	0	67	0	0	61	128	0	0	19	0	0	36	58	20	0	63	0	47	0	43	0	0	0	0	0	0	0	0	0	41	0	35	0	0	0	39	0	0	0	0	62	0	84	0	66	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9	uncultured_bacterium	FJ880725.1.1487
ASV93	0	47	47	54	41	40	91	0	0	95	0	108	0	0	80	0	0	0	0	0	39	0	0	0	51	0	23	0	50	0	53	0	13	0	73	0	70	0	0	47	48	0	0	0	30	0	0	35	0	0	77	0	0	49	0	0	0	0	0	0	52	58	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9	uncultured_bacterium	FJ879233.1.1491
ASV94	0	0	38	0	65	24	85	0	0	0	26	0	0	164	0	0	25	167	0	97	0	38	0	199	12	57	20	0	0	0	0	10	0	0	40	0	29	0	0	102	83	0	0	0	0	0	0	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	0	0	28	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group	uncultured_bacterium	AB506328.1.1512
ASV95	0	0	79	48	30	0	0	0	0	279	32	164	0	0	83	0	0	49	0	0	0	0	0	0	0	0	0	0	63	0	62	39	15	0	0	0	34	0	77	50	0	0	0	0	0	21	37	0	0	0	110	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	NA
ASV96	0	24	0	42	21	26	42	0	24	0	52	0	10	18	9	61	4	19	54	30	27	45	41	30	24	0	16	6	55	45	0	10	0	0	0	5	24	0	0	22	82	27	7	10	19	11	0	15	40	26	44	21	9	14	79	6	8	0	0	10	30	17	28	0	0	8	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	uncultured	uncultured_bacterium	FJ879910.1.1508
ASV97	0	0	0	52	0	0	0	0	153	0	0	461	0	105	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	56	24	69	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	FJ879360.1.1496
ASV98	0	18	43	0	0	0	0	0	0	0	44	125	0	32	63	0	0	0	41	0	19	0	27	0	0	8	0	0	160	0	166	0	0	0	0	0	0	0	51	0	0	73	0	16	13	0	0	24	0	0	0	0	0	0	0	48	94	0	0	19	0	22	0	64	0	34	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Proteus_sp._SVII1	JQ770194.1.1377
ASV99	0	0	75	0	0	81	0	0	0	0	69	37	31	0	52	46	0	16	0	103	0	29	85	65	68	0	0	0	35	0	0	0	0	0	53	0	58	0	43	0	0	0	0	48	0	0	0	0	63	0	0	0	0	0	0	0	68	21	0	25	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured_bacterium	AB606391.1.1493
ASV100	0	0	42	18	32	0	42	0	41	18	66	23	0	64	20	67	0	0	0	0	0	0	30	0	76	59	0	0	0	35	0	29	0	13	0	0	0	6	0	0	0	54	0	0	0	33	0	42	18	40	93	26	0	0	15	0	23	0	18	0	0	62	30	26	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	NA
ASV101	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	250	169	0	0	0	0	0	0	0	111	0	0	0	0	78	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	96	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	FJ881170.1.1481
ASV102	0	9	0	19	25	0	23	0	0	0	0	0	0	0	11	31	414	0	0	19	0	0	0	24	56	0	0	126	0	42	0	14	0	9	28	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	22	0	0	22	0	0	9	0	0	32	117	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured_bacterium	NA
ASV103	0	0	0	0	0	0	124	0	0	443	0	0	0	0	0	0	0	38	101	0	0	30	34	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	33	0	24	0	0	0	0	27	0	0	22	0	0	52	0	0	0	0	0	0	69	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	AB606268.1.1497
ASV104	0	0	0	0	0	0	0	0	0	80	118	0	0	0	0	0	0	83	104	72	49	56	0	74	56	0	0	0	0	0	0	0	48	62	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	26	9	59	0	49	43	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	AB606385.1.1484
ASV105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	307	0	0	0	0	76	0	0	0	188	0	0	276	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	97	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1	uncultured_bacterium	FJ769454.1.1468
ASV106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	50	308	0	0	263	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-001	uncultured_bacterium	NA
ASV107	0	0	28	0	20	0	96	0	0	0	0	11	299	0	0	0	337	0	0	15	0	12	27	17	0	0	0	120	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	uncultured_bacterium	NA
ASV108	0	0	0	51	0	0	56	0	0	22	0	0	0	0	0	0	0	50	113	56	104	0	66	0	0	42	72	0	0	0	0	33	0	0	0	0	41	0	27	51	0	0	0	0	0	20	0	0	0	0	44	50	0	34	73	0	37	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	uncultured_bacterium	FJ880800.1.1492
ASV109	0	0	0	0	77	0	12	0	0	0	0	0	0	44	15	0	778	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	35	52	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_bacterium	NA
ASV110	0	0	48	0	0	0	39	0	0	148	82	0	102	0	0	177	0	0	0	0	0	58	61	0	85	0	0	0	0	0	0	0	38	0	55	41	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9	uncultured_bacterium	NA
ASV111	0	0	123	0	0	0	65	0	0	0	86	0	0	0	0	0	0	38	0	56	0	35	0	0	130	0	0	239	0	0	0	0	0	37	0	62	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	28	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured_bacterium	NA
ASV112	0	0	0	0	35	47	30	0	27	41	0	0	0	0	0	13	15	31	31	21	11	32	0	39	19	0	8	5	0	26	0	16	0	25	12	9	24	0	0	0	0	29	0	50	0	9	0	56	23	0	79	26	0	16	137	0	0	0	0	0	0	0	0	0	0	9	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	uncultured_bacterium	JQ207828.1.1369
ASV113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	849	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	NA	NA
ASV114	0	75	87	0	78	36	0	0	0	143	56	0	0	0	0	0	0	0	0	38	35	0	38	94	22	0	0	0	0	41	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	95	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	NA
ASV115	0	0	0	0	0	0	0	0	0	39	32	0	0	0	0	0	0	0	38	85	54	0	0	110	0	31	59	64	0	37	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	12	0	0	0	0	20	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	uncultured_bacterium	NA
ASV116	0	0	73	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	55	0	0	0	0	28	254	0	0	0	226	46	0	0	0	0	0	30	0	0	0	0	0	0	12	0	0	0	0	0	2	55	0	0	26	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium]_coprostanoligenes_group	uncultured_bacterium	FJ879395.1.1490
ASV117	0	162	0	122	0	0	0	0	19	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	7	0	248	21	10	37	0	0	27	49	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured_alpha_proteobacterium	uncultured_alpha_proteobacterium	AB198460.1.1322
ASV118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	40	0	88	0	0	0	0	0	0	0	0	0	44	55	0	0	0	0	38	23	40	0	0	27	6	35	0	0	49	0	6	17	0	28	39	31	0	27	141	21	8	48	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Parasutterella	uncultured_bacterium	FM873876.1.1495
ASV119	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	28	0	109	0	0	0	0	0	0	95	0	0	38	54	0	0	201	0	0	38	0	0	0	0	0	0	0	67	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	FJ880338.1.1496
ASV120	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	138	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	82	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_murinus	EF187260.1.1518
ASV121	0	0	13	0	0	0	11	0	39	78	53	0	0	34	43	32	0	0	32	0	0	0	0	24	0	0	0	0	0	61	0	0	0	0	0	0	134	0	0	0	0	0	0	23	0	15	0	0	72	0	71	0	0	27	0	0	0	0	0	14	0	26	20	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	uncultured_bacterium	FJ879403.1.1494
ASV122	0	0	0	0	10	0	0	0	0	89	62	0	0	0	0	0	0	0	34	0	0	0	111	0	52	0	0	0	0	0	175	88	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	61	0	0	0	0	0	0	0	0	36	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured	uncultured_bacterium	AB606407.1.1554
ASV123	0	0	0	30	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	6	0	0	0	0	0	0	0	24	20	19	21	0	27	122	34	21	0	57	0	0	18	21	0	0	0	31	87	10	0	27	101	0	0	0	0	41	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	FJ879443.1.1488
ASV124	0	0	0	0	0	123	0	0	0	150	114	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	FJ881290.1.1482
ASV125	0	27	25	0	13	0	0	0	16	40	71	17	0	0	24	0	0	50	33	0	58	14	0	29	25	0	0	0	8	0	0	0	0	22	0	44	28	16	0	0	0	0	0	0	0	0	0	0	0	0	28	17	0	0	0	14	0	21	0	0	0	52	56	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured_bacterium	AB606264.1.1487
ASV126	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	33	0	77	0	0	83	0	0	11	28	0	0	0	48	0	0	26	19	0	0	304	0	22	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uncultured_bacterium	JQ207215.1.1358
ASV127	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	192	62	24	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium	FJ881218.1.1506
ASV128	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	66	0	201	0	0	0	81	0	30	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	uncultured_bacterium	FJ879790.1.1492
